"Data set title: Merryl Alber. 2016. Long-term Mollusc Population Abundance and Size Data from the Georgia Coastal Ecosystems LTER Fall Marsh Monitoring Program. Georgia Coastal Ecosystems LTER Data Catalog (data set INV-GCES-1610; http://gce-lter.marsci.uga.edu/data/INV-GCES-1610)",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"Date","Year","Site_Name","Site","Zone","Plot","Location","Flag_Location","Location_Notes","Longitude","Flag_Longitude","Latitude","Flag_Latitude","Species","Mollusc_Count","Quadrat_Area","Mollusc_Density","Notes"
2000-10-30,2000,"GCE1",1,1,6,"GCE1_CB36","E","location estimated based on locations of 3 replacement plots within approximately 9m",-81.422287,"E",31.538494,"E","Detracia",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,1,6,"GCE1_CB36","E","location estimated based on locations of 3 replacement plots within approximately 9m",-81.422287,"E",31.538494,"E","Hydrobiidae",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,1,6,"GCE1_CB36","E","location estimated based on locations of 3 replacement plots within approximately 9m",-81.422287,"E",31.538494,"E","Ilyanassa",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,1,6,"GCE1_CB36","E","location estimated based on locations of 3 replacement plots within approximately 9m",-81.422287,"E",31.538494,"E","Geukensia",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,1,6,"GCE1_CB36","E","location estimated based on locations of 3 replacement plots within approximately 9m",-81.422287,"E",31.538494,"E","Polymesoda",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,1,6,"GCE1_CB36","E","location estimated based on locations of 3 replacement plots within approximately 9m",-81.422287,"E",31.538494,"E","Crassostrea",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,1,8,"GCE1_CB8","","",-81.422205,"",31.538615,"","Littoraria",4,0.2500,16,""
2000-10-30,2000,"GCE1",1,1,8,"GCE1_CB8","","",-81.422205,"",31.538615,"","Melampus",1,0.2500,4,""
2000-10-30,2000,"GCE1",1,1,8,"GCE1_CB8","","",-81.422205,"",31.538615,"","Detracia",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,1,8,"GCE1_CB8","","",-81.422205,"",31.538615,"","Hydrobiidae",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,1,8,"GCE1_CB8","","",-81.422205,"",31.538615,"","Ilyanassa",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,1,8,"GCE1_CB8","","",-81.422205,"",31.538615,"","Geukensia",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,1,8,"GCE1_CB8","","",-81.422205,"",31.538615,"","Polymesoda",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,1,8,"GCE1_CB8","","",-81.422205,"",31.538615,"","Crassostrea",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,2,1,"GCE1_MM1","","",-81.422821,"",31.539402,"","Littoraria",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,2,1,"GCE1_MM1","","",-81.422821,"",31.539402,"","Melampus",8,0.2500,32,""
2000-10-30,2000,"GCE1",1,2,1,"GCE1_MM1","","",-81.422821,"",31.539402,"","Detracia",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,2,1,"GCE1_MM1","","",-81.422821,"",31.539402,"","Hydrobiidae",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,2,1,"GCE1_MM1","","",-81.422821,"",31.539402,"","Ilyanassa",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,2,1,"GCE1_MM1","","",-81.422821,"",31.539402,"","Geukensia",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,2,1,"GCE1_MM1","","",-81.422821,"",31.539402,"","Polymesoda",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,2,1,"GCE1_MM1","","",-81.422821,"",31.539402,"","Crassostrea",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,2,3,"GCE1_MM3","","",-81.422546,"",31.539415,"","Littoraria",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,2,3,"GCE1_MM3","","",-81.422546,"",31.539415,"","Melampus",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,2,3,"GCE1_MM3","","",-81.422546,"",31.539415,"","Detracia",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,2,3,"GCE1_MM3","","",-81.422546,"",31.539415,"","Hydrobiidae",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,2,3,"GCE1_MM3","","",-81.422546,"",31.539415,"","Ilyanassa",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,2,3,"GCE1_MM3","","",-81.422546,"",31.539415,"","Geukensia",1,0.2500,4,""
2000-10-30,2000,"GCE1",1,2,3,"GCE1_MM3","","",-81.422546,"",31.539415,"","Polymesoda",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,2,3,"GCE1_MM3","","",-81.422546,"",31.539415,"","Crassostrea",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,2,6,"GCE1_MM6","","",-81.422098,"",31.539480,"","Littoraria",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,2,6,"GCE1_MM6","","",-81.422098,"",31.539480,"","Melampus",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,2,6,"GCE1_MM6","","",-81.422098,"",31.539480,"","Detracia",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,2,6,"GCE1_MM6","","",-81.422098,"",31.539480,"","Hydrobiidae",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,2,6,"GCE1_MM6","","",-81.422098,"",31.539480,"","Ilyanassa",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,2,6,"GCE1_MM6","","",-81.422098,"",31.539480,"","Geukensia",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,2,6,"GCE1_MM6","","",-81.422098,"",31.539480,"","Polymesoda",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,2,6,"GCE1_MM6","","",-81.422098,"",31.539480,"","Crassostrea",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,2,8,"GCE1_MM8","","",-81.421750,"",31.539491,"","Littoraria",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,2,8,"GCE1_MM8","","",-81.421750,"",31.539491,"","Melampus",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,2,8,"GCE1_MM8","","",-81.421750,"",31.539491,"","Detracia",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,2,8,"GCE1_MM8","","",-81.421750,"",31.539491,"","Hydrobiidae",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,2,8,"GCE1_MM8","","",-81.421750,"",31.539491,"","Ilyanassa",0,0.2500,0,""
2000-10-30,2000,"GCE1",1,2,8,"GCE1_MM8","","",-81.421750,"",31.539491,"","Geukensia",2,0.2500,8,""
2000-10-30,2000,"GCE1",1,2,8,"GCE1_MM8","","",-81.421750,"",31.539491,"","Polymesoda",1,0.2500,4,""
2000-10-30,2000,"GCE1",1,2,8,"GCE1_MM8","","",-81.421750,"",31.539491,"","Crassostrea",0,0.2500,0,""
2000-10-26,2000,"GCE2",2,1,1,"GCE2_CB11","E","location estimated based on location of a single replacement plot within approximately 3m",-81.296118,"E",31.536199,"E","Littoraria",3,0.5000,6,""
2000-10-26,2000,"GCE2",2,1,1,"GCE2_CB11","E","location estimated based on location of a single replacement plot within approximately 3m",-81.296118,"E",31.536199,"E","Melampus",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,1,1,"GCE2_CB11","E","location estimated based on location of a single replacement plot within approximately 3m",-81.296118,"E",31.536199,"E","Detracia",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,1,1,"GCE2_CB11","E","location estimated based on location of a single replacement plot within approximately 3m",-81.296118,"E",31.536199,"E","Hydrobiidae",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,1,1,"GCE2_CB11","E","location estimated based on location of a single replacement plot within approximately 3m",-81.296118,"E",31.536199,"E","Ilyanassa",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,1,1,"GCE2_CB11","E","location estimated based on location of a single replacement plot within approximately 3m",-81.296118,"E",31.536199,"E","Geukensia",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,1,1,"GCE2_CB11","E","location estimated based on location of a single replacement plot within approximately 3m",-81.296118,"E",31.536199,"E","Polymesoda",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,1,1,"GCE2_CB11","E","location estimated based on location of a single replacement plot within approximately 3m",-81.296118,"E",31.536199,"E","Crassostrea",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,1,3,"GCE2_CB23","E","location estimated based on locations of 2 replacement plots within approximately 6m",-81.295753,"E",31.536255,"E","Littoraria",1,0.5000,2,""
2000-10-26,2000,"GCE2",2,1,3,"GCE2_CB23","E","location estimated based on locations of 2 replacement plots within approximately 6m",-81.295753,"E",31.536255,"E","Melampus",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,1,3,"GCE2_CB23","E","location estimated based on locations of 2 replacement plots within approximately 6m",-81.295753,"E",31.536255,"E","Detracia",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,1,3,"GCE2_CB23","E","location estimated based on locations of 2 replacement plots within approximately 6m",-81.295753,"E",31.536255,"E","Hydrobiidae",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,1,3,"GCE2_CB23","E","location estimated based on locations of 2 replacement plots within approximately 6m",-81.295753,"E",31.536255,"E","Ilyanassa",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,1,3,"GCE2_CB23","E","location estimated based on locations of 2 replacement plots within approximately 6m",-81.295753,"E",31.536255,"E","Geukensia",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,1,3,"GCE2_CB23","E","location estimated based on locations of 2 replacement plots within approximately 6m",-81.295753,"E",31.536255,"E","Polymesoda",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,1,3,"GCE2_CB23","E","location estimated based on locations of 2 replacement plots within approximately 6m",-81.295753,"E",31.536255,"E","Crassostrea",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,1,6,"GCE2_CB6","","",-81.295100,"",31.535851,"","Littoraria",1,0.5000,2,""
2000-10-26,2000,"GCE2",2,1,6,"GCE2_CB6","","",-81.295100,"",31.535851,"","Melampus",15,0.5000,30,""
2000-10-26,2000,"GCE2",2,1,6,"GCE2_CB6","","",-81.295100,"",31.535851,"","Detracia",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,1,6,"GCE2_CB6","","",-81.295100,"",31.535851,"","Hydrobiidae",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,1,6,"GCE2_CB6","","",-81.295100,"",31.535851,"","Ilyanassa",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,1,6,"GCE2_CB6","","",-81.295100,"",31.535851,"","Geukensia",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,1,6,"GCE2_CB6","","",-81.295100,"",31.535851,"","Polymesoda",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,1,6,"GCE2_CB6","","",-81.295100,"",31.535851,"","Crassostrea",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,1,8,"GCE2_CB38","E","location estimated based on locations of 3 replacement plots within approximately 9m",-81.295103,"E",31.535651,"E","Littoraria",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,1,8,"GCE2_CB38","E","location estimated based on locations of 3 replacement plots within approximately 9m",-81.295103,"E",31.535651,"E","Melampus",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,1,8,"GCE2_CB38","E","location estimated based on locations of 3 replacement plots within approximately 9m",-81.295103,"E",31.535651,"E","Detracia",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,1,8,"GCE2_CB38","E","location estimated based on locations of 3 replacement plots within approximately 9m",-81.295103,"E",31.535651,"E","Hydrobiidae",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,1,8,"GCE2_CB38","E","location estimated based on locations of 3 replacement plots within approximately 9m",-81.295103,"E",31.535651,"E","Ilyanassa",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,1,8,"GCE2_CB38","E","location estimated based on locations of 3 replacement plots within approximately 9m",-81.295103,"E",31.535651,"E","Geukensia",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,1,8,"GCE2_CB38","E","location estimated based on locations of 3 replacement plots within approximately 9m",-81.295103,"E",31.535651,"E","Polymesoda",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,1,8,"GCE2_CB38","E","location estimated based on locations of 3 replacement plots within approximately 9m",-81.295103,"E",31.535651,"E","Crassostrea",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,2,1,"GCE2_MM1","","",-81.296236,"",31.536099,"","Littoraria",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,2,1,"GCE2_MM1","","",-81.296236,"",31.536099,"","Melampus",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,2,1,"GCE2_MM1","","",-81.296236,"",31.536099,"","Detracia",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,2,1,"GCE2_MM1","","",-81.296236,"",31.536099,"","Hydrobiidae",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,2,1,"GCE2_MM1","","",-81.296236,"",31.536099,"","Ilyanassa",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,2,1,"GCE2_MM1","","",-81.296236,"",31.536099,"","Geukensia",1,0.5000,2,""
2000-10-26,2000,"GCE2",2,2,1,"GCE2_MM1","","",-81.296236,"",31.536099,"","Polymesoda",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,2,1,"GCE2_MM1","","",-81.296236,"",31.536099,"","Crassostrea",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,2,3,"GCE2_MM3","","",-81.295928,"",31.535967,"","Littoraria",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,2,3,"GCE2_MM3","","",-81.295928,"",31.535967,"","Melampus",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,2,3,"GCE2_MM3","","",-81.295928,"",31.535967,"","Detracia",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,2,3,"GCE2_MM3","","",-81.295928,"",31.535967,"","Hydrobiidae",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,2,3,"GCE2_MM3","","",-81.295928,"",31.535967,"","Ilyanassa",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,2,3,"GCE2_MM3","","",-81.295928,"",31.535967,"","Geukensia",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,2,3,"GCE2_MM3","","",-81.295928,"",31.535967,"","Polymesoda",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,2,3,"GCE2_MM3","","",-81.295928,"",31.535967,"","Crassostrea",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,2,6,"GCE2_MM6","","",-81.295535,"",31.535847,"","Littoraria",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,2,6,"GCE2_MM6","","",-81.295535,"",31.535847,"","Melampus",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,2,6,"GCE2_MM6","","",-81.295535,"",31.535847,"","Detracia",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,2,6,"GCE2_MM6","","",-81.295535,"",31.535847,"","Hydrobiidae",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,2,6,"GCE2_MM6","","",-81.295535,"",31.535847,"","Ilyanassa",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,2,6,"GCE2_MM6","","",-81.295535,"",31.535847,"","Geukensia",9,0.5000,18,""
2000-10-26,2000,"GCE2",2,2,6,"GCE2_MM6","","",-81.295535,"",31.535847,"","Polymesoda",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,2,6,"GCE2_MM6","","",-81.295535,"",31.535847,"","Crassostrea",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,2,8,"GCE2_MM8","","",-81.295282,"",31.535886,"","Littoraria",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,2,8,"GCE2_MM8","","",-81.295282,"",31.535886,"","Melampus",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,2,8,"GCE2_MM8","","",-81.295282,"",31.535886,"","Detracia",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,2,8,"GCE2_MM8","","",-81.295282,"",31.535886,"","Hydrobiidae",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,2,8,"GCE2_MM8","","",-81.295282,"",31.535886,"","Ilyanassa",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,2,8,"GCE2_MM8","","",-81.295282,"",31.535886,"","Geukensia",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,2,8,"GCE2_MM8","","",-81.295282,"",31.535886,"","Polymesoda",0,0.5000,0,""
2000-10-26,2000,"GCE2",2,2,8,"GCE2_MM8","","",-81.295282,"",31.535886,"","Crassostrea",0,0.5000,0,""
2000-10-28,2000,"GCE3",3,1,1,"GCE3_CB1","","",-81.228956,"",31.518920,"","Littoraria",2,0.2500,8,""
2000-10-28,2000,"GCE3",3,1,1,"GCE3_CB1","","",-81.228956,"",31.518920,"","Melampus",2,0.2500,8,""
2000-10-28,2000,"GCE3",3,1,1,"GCE3_CB1","","",-81.228956,"",31.518920,"","Detracia",0,0.2500,0,""
2000-10-28,2000,"GCE3",3,1,1,"GCE3_CB1","","",-81.228956,"",31.518920,"","Hydrobiidae",0,0.2500,0,""
2000-10-28,2000,"GCE3",3,1,1,"GCE3_CB1","","",-81.228956,"",31.518920,"","Ilyanassa",0,0.2500,0,""
2000-10-28,2000,"GCE3",3,1,1,"GCE3_CB1","","",-81.228956,"",31.518920,"","Geukensia",0,0.2500,0,""
2000-10-28,2000,"GCE3",3,1,1,"GCE3_CB1","","",-81.228956,"",31.518920,"","Polymesoda",0,0.2500,0,""
2000-10-28,2000,"GCE3",3,1,1,"GCE3_CB1","","",-81.228956,"",31.518920,"","Crassostrea",0,0.2500,0,""
2000-10-28,2000,"GCE3",3,1,3,"GCE3_CB3","","",-81.228997,"",31.518678,"","Littoraria",1,0.2500,4,""
2000-10-28,2000,"GCE3",3,1,3,"GCE3_CB3","","",-81.228997,"",31.518678,"","Melampus",0,0.2500,0,""
2000-10-28,2000,"GCE3",3,1,3,"GCE3_CB3","","",-81.228997,"",31.518678,"","Detracia",0,0.2500,0,""
2000-10-28,2000,"GCE3",3,1,3,"GCE3_CB3","","",-81.228997,"",31.518678,"","Hydrobiidae",0,0.2500,0,""
2000-10-28,2000,"GCE3",3,1,3,"GCE3_CB3","","",-81.228997,"",31.518678,"","Ilyanassa",0,0.2500,0,""
2000-10-28,2000,"GCE3",3,1,3,"GCE3_CB3","","",-81.228997,"",31.518678,"","Geukensia",0,0.2500,0,""
2000-10-28,2000,"GCE3",3,1,3,"GCE3_CB3","","",-81.228997,"",31.518678,"","Polymesoda",0,0.2500,0,""
2000-10-28,2000,"GCE3",3,1,3,"GCE3_CB3","","",-81.228997,"",31.518678,"","Crassostrea",0,0.2500,0,""
2000-10-28,2000,"GCE3",3,1,6,"GCE3_CB6","","",-81.229103,"",31.518307,"","Littoraria",0,0.2500,0,""
2000-10-28,2000,"GCE3",3,1,6,"GCE3_CB6","","",-81.229103,"",31.518307,"","Melampus",0,0.2500,0,""
2000-10-28,2000,"GCE3",3,1,6,"GCE3_CB6","","",-81.229103,"",31.518307,"","Detracia",0,0.2500,0,""
2000-10-28,2000,"GCE3",3,1,6,"GCE3_CB6","","",-81.229103,"",31.518307,"","Hydrobiidae",0,0.2500,0,""
2000-10-28,2000,"GCE3",3,1,6,"GCE3_CB6","","",-81.229103,"",31.518307,"","Ilyanassa",0,0.2500,0,""
2000-10-28,2000,"GCE3",3,1,6,"GCE3_CB6","","",-81.229103,"",31.518307,"","Geukensia",0,0.2500,0,""
2000-10-28,2000,"GCE3",3,1,6,"GCE3_CB6","","",-81.229103,"",31.518307,"","Polymesoda",0,0.2500,0,""
2000-10-28,2000,"GCE3",3,1,6,"GCE3_CB6","","",-81.229103,"",31.518307,"","Crassostrea",0,0.2500,0,""
2000-10-28,2000,"GCE3",3,1,8,"GCE3_CB8","","",-81.229238,"",31.518161,"","Littoraria",0,0.0625,0,""
2000-10-28,2000,"GCE3",3,1,8,"GCE3_CB8","","",-81.229238,"",31.518161,"","Melampus",21,0.0625,336,""
2000-10-28,2000,"GCE3",3,1,8,"GCE3_CB8","","",-81.229238,"",31.518161,"","Detracia",0,0.0625,0,""
2000-10-28,2000,"GCE3",3,1,8,"GCE3_CB8","","",-81.229238,"",31.518161,"","Hydrobiidae",0,0.0625,0,""
2000-10-28,2000,"GCE3",3,1,8,"GCE3_CB8","","",-81.229238,"",31.518161,"","Ilyanassa",0,0.0625,0,""
2000-10-28,2000,"GCE3",3,1,8,"GCE3_CB8","","",-81.229238,"",31.518161,"","Geukensia",0,0.0625,0,""
2000-10-28,2000,"GCE3",3,1,8,"GCE3_CB8","","",-81.229238,"",31.518161,"","Polymesoda",0,0.0625,0,""
2000-10-28,2000,"GCE3",3,1,8,"GCE3_CB8","","",-81.229238,"",31.518161,"","Crassostrea",0,0.0625,0,""
2000-10-28,2000,"GCE3",3,2,1,"GCE3_MM1","","",-81.229011,"",31.519592,"","Littoraria",54,0.5000,108,""
2000-10-28,2000,"GCE3",3,2,1,"GCE3_MM1","","",-81.229011,"",31.519592,"","Melampus",1,0.5000,2,""
2000-10-28,2000,"GCE3",3,2,1,"GCE3_MM1","","",-81.229011,"",31.519592,"","Detracia",0,0.5000,0,""
2000-10-28,2000,"GCE3",3,2,1,"GCE3_MM1","","",-81.229011,"",31.519592,"","Hydrobiidae",0,0.5000,0,""
2000-10-28,2000,"GCE3",3,2,1,"GCE3_MM1","","",-81.229011,"",31.519592,"","Ilyanassa",0,0.5000,0,""
2000-10-28,2000,"GCE3",3,2,1,"GCE3_MM1","","",-81.229011,"",31.519592,"","Geukensia",0,0.5000,0,""
2000-10-28,2000,"GCE3",3,2,1,"GCE3_MM1","","",-81.229011,"",31.519592,"","Polymesoda",0,0.5000,0,""
2000-10-28,2000,"GCE3",3,2,1,"GCE3_MM1","","",-81.229011,"",31.519592,"","Crassostrea",0,0.5000,0,""
2000-10-28,2000,"GCE3",3,2,3,"GCE3_MM3","","",-81.229109,"",31.519346,"","Littoraria",119,0.2500,476,""
2000-10-28,2000,"GCE3",3,2,3,"GCE3_MM3","","",-81.229109,"",31.519346,"","Melampus",3,0.2500,12,""
2000-10-28,2000,"GCE3",3,2,3,"GCE3_MM3","","",-81.229109,"",31.519346,"","Detracia",0,0.2500,0,""
2000-10-28,2000,"GCE3",3,2,3,"GCE3_MM3","","",-81.229109,"",31.519346,"","Hydrobiidae",0,0.2500,0,""
2000-10-28,2000,"GCE3",3,2,3,"GCE3_MM3","","",-81.229109,"",31.519346,"","Ilyanassa",0,0.2500,0,""
2000-10-28,2000,"GCE3",3,2,3,"GCE3_MM3","","",-81.229109,"",31.519346,"","Geukensia",0,0.2500,0,""
2000-10-28,2000,"GCE3",3,2,3,"GCE3_MM3","","",-81.229109,"",31.519346,"","Polymesoda",0,0.2500,0,""
2000-10-28,2000,"GCE3",3,2,3,"GCE3_MM3","","",-81.229109,"",31.519346,"","Crassostrea",0,0.2500,0,""
2000-10-28,2000,"GCE3",3,2,6,"GCE3_MM6","","",-81.229364,"",31.518865,"","Littoraria",117,0.2500,468,""
2000-10-28,2000,"GCE3",3,2,6,"GCE3_MM6","","",-81.229364,"",31.518865,"","Melampus",0,0.2500,0,""
2000-10-28,2000,"GCE3",3,2,6,"GCE3_MM6","","",-81.229364,"",31.518865,"","Detracia",0,0.2500,0,""
2000-10-28,2000,"GCE3",3,2,6,"GCE3_MM6","","",-81.229364,"",31.518865,"","Hydrobiidae",0,0.2500,0,""
2000-10-28,2000,"GCE3",3,2,6,"GCE3_MM6","","",-81.229364,"",31.518865,"","Ilyanassa",0,0.2500,0,""
2000-10-28,2000,"GCE3",3,2,6,"GCE3_MM6","","",-81.229364,"",31.518865,"","Geukensia",8,0.2500,32,""
2000-10-28,2000,"GCE3",3,2,6,"GCE3_MM6","","",-81.229364,"",31.518865,"","Polymesoda",0,0.2500,0,""
2000-10-28,2000,"GCE3",3,2,6,"GCE3_MM6","","",-81.229364,"",31.518865,"","Crassostrea",0,0.2500,0,""
